# galaxy_id         redshift_true         ra                   dec                   mag_u_obs            magerr_u_obs           mag_g_obs            magerr_g_obs            mag_r_obs            magerr_r_obs            mag_i_obs            magerr_i_obs            mag_z_obs            magerr_z_obs            mag_y_obs            magerr_y_obs            Mag_true_r_lsst_z0    Mag_true_i_lsst_z0   
  6.064467859E9     0.9262485504150391    65.23702884255383    -33.36384968655327    24.786582946777344   0.13957743346691132    24.88819694519043    0.03249109908938408     25.0120849609375     0.0333738811314106      24.730653762817383   0.03725655376911163     24.71050453186035    0.06439616531133652     24.771535873413086   0.15638047456741333     -18.35481834411621    -18.301897048950195  
  1.1250177841E10   0.39638984203338623   65.3872109372405     -43.913394174225104   25.833484649658203   0.36477240920066833    24.111238479614258   0.01660878397524357     22.668973922729492   0.006386576686054468    22.10065460205078    0.0060692946426570415   21.81281280517578    0.00681656738743186     21.638559341430664   0.010218645446002483    -19.4945068359375     -19.819175720214844  
  1.0500365346E10   0.4935004711151123    63.8404978483187     -41.43531633286035    26.659780502319336   0.7799571752548218     24.568622589111328   0.024505075067281723    23.12681007385254    0.0077822464518249035   22.306617736816406   0.006480030249804258    21.943008422851562   0.0072130728513002396   21.755491256713867   0.011093649081885815    -19.977399826049805   -20.330520629882812  
  1.125517537E10    1.436033010482788     64.76792499532347    -43.14274368502229    24.63385581970215    0.12137718498706818    24.59567642211914    0.02509104460477829     24.672311782836914   0.024691883474588394    24.456531524658203   0.029155099764466286    24.319650650024414   0.04513075202703476     23.530139923095703   0.05020551383495331     -21.015056610107422   -21.13071632385254   
  1.0563671058E10   0.7725578546524048    65.49067442372542    -42.414373040718026   24.13570785522461    0.07706225663423538    24.054195404052734   0.015851104632019997    23.711843490600586   0.011262220330536366    23.05094337463379    0.009437323547899723    22.900968551635742   0.013265609741210938    22.790996551513672   0.02587476558983326     -20.12178611755371    -20.260971069335938  
  1.0627170987E10   0.9772069454193115    68.44983753971975    -41.27997058728251    24.36998176574707    0.09538630396127701    24.36048698425293    0.020473456010222435    24.007822036743164   0.014111895114183426    23.36722755432129    0.01176424790173769     22.94626808166504    0.013744097203016281    22.92211151123047    0.02905362658202648     -20.514680862426758   -20.570478439331055  
  7.063680117E9     0.7604260444641113    66.75716079239918    -36.21757060372266    25.966630935668945   0.41226518154144287    25.610929489135742   0.06240173801779747     24.889122009277344   0.029904859140515327    23.998210906982422   0.01954641006886959     23.911914825439453   0.031274743378162384    23.811752319335938   0.0648827850818634      -19.022441864013672   -19.091035842895508  
  1.1251976807E10   0.927336573600769     64.9250786199902     -43.415426683943195   26.160961151123047   0.49292272329330444    26.157108306884766   0.10280326008796692     25.633955001831055   0.05857938900589943     24.6796932220459     0.035588156431913376    24.17622947692871    0.039643749594688416    24.066944122314453   0.08192981779575348     -19.264301300048828   -19.380075454711914  
  8.879035707E9     1.2802894115447998    63.568431708116826   -39.1618179767526     24.041767120361328   0.07075901329517365    24.1621036529541     0.017321959137916565    24.201875686645508   0.016517799347639084    24.193607330322266   0.023132294416427612    23.798477172851562   0.02827499434351921     23.662235260009766   0.05661443620920181     -20.53907012939453    -20.667865753173828  
  1.0625529281E10   0.553030252456665     68.7610957008723     -41.72817973079252    25.86259651184082    0.3746632933616638     25.67200469970703    0.06597374379634857     24.764055252075195   0.02676723524928093     24.28609848022461    0.0250808447599411      24.14533233642578    0.03855512663722038     23.987464904785156   0.076183021068573       -18.041458129882812   -18.185693740844727  
  1.1937648684E10   0.3375113010406494    67.45536053568075    -45.75641128333182    26.1588077545166     0.49195021390914917    25.02303123474121    0.036654409021139145    24.01765251159668    0.01422259584069252     23.739469528198242   0.01574355736374855     23.638660430908203   0.02456185780465603     23.59218406677246    0.05311794951558113     -17.282344818115234   -17.418941497802734  
  8.941195569E9     1.223921537399292     65.01948280432994    -38.60953823569392    25.98784828186035    0.4203857183456421     25.56233024597168    0.059700652956962585    25.157665252685547   0.038035377860069275    24.610876083374023   0.033458203077316284    23.88412094116211    0.030509833246469498    23.479930877685547   0.04796870797872543     -20.762454986572266   -20.944860458374023  
  1.0562938827E10   0.5089579820632935    67.20666469334824    -42.1405715123569     26.596778869628906   0.7360309958457947     25.247297286987305   0.044858355075120926    23.999862670898438   0.01402302272617817     23.640098571777344   0.014526525512337685    23.503767013549805   0.02184118889272213     23.456382751464844   0.04695488512516022     -18.40218734741211    -18.50721549987793   
  7.000631811E9     0.5513770915654248    62.93205201585082    -34.97797119379339    26.268217086791992   0.5440295338630676     26.709829330444336   0.17072218656539917     25.461158752441406   0.05005554482340813     24.89539337158203    0.04322832450270653     24.90699005126953    0.0770609974861145      24.588773727416992   0.13221143186092377     -17.433990478515625   -17.57377052307129   
  1.1252815886E10   1.0806317329406738    66.31342064619338    -44.10906926036067    24.496307373046875   0.10704144835472107    24.641572952270508   0.026120532304048538    24.418867111206055   0.0198256503790617      24.090497970581055   0.021155478432774544    23.529027938842773   0.02232406474649906     23.35085678100586    0.04267614707350731     -20.31374740600586    -20.404245376586914  
  1.0500144234E10   0.3438117504119873    64.08391529653257    -42.878988005921215   99.0                 26.620824813842773     26.529653549194336   0.14468413591384888     25.33305549621582    0.0445646196603775      24.84004783630371    0.04111833870410919     24.641700744628906   0.060478903353214264    24.41914176940918    0.11314602941274643     -16.296401977539062   -16.58737564086914   
  7.063686798E9     0.7636003494262695    67.07145642533338    -35.80224785204804    27.17740249633789    1.2559452056884766     25.824953079223633   0.07585824280977249     25.02777099609375    0.03384607657790184     24.006242752075195   0.019680777564644814    23.875774383544922   0.030283965170383453    23.752511978149414   0.06146897375583649     -19.108415603637695   -19.206886291503906  
  6.063761002E9     0.7445417599308397    63.97812202271803    -33.88428928301836    25.204547882080078   0.20472650229930878    24.878854751586914   0.032221719622612       24.23542594909668    0.016983818262815475    23.443317413330078   0.012456139549612999    23.402196884155273   0.02001471258699894     23.350244522094727   0.04265258088707924     -19.399677276611328   -19.437864303588867  
  7.002173862E9     0.9670661687850952    64.08833227602422    -36.03463995724859    25.447818756103516   0.2559439539909363     25.530094146728516   0.05797455832362175     25.332233428955078   0.04453140124678612     24.831378936767578   0.04079767316579819     24.44755744934082    0.05068283900618553     24.452604293823242   0.11667485535144806     -18.984481811523438   -19.067094802856445  
  6.063854491E9     0.8145411014556885    64.9786925754823     -34.08750515944275    27.798900604248047   2.22568941116333       26.190446853637695   0.10599254816770554     25.346572875976562   0.04511342570185661     24.29737091064453    0.0253301914781332      23.920806884765625   0.03152375668287277     23.834049224853516   0.06621649861335754     -19.183584213256836   -19.301130294799805  
  8.001369149E9     0.8233965635299683    64.48740997365131    -36.11924874701479    25.9521484375        0.4068112373352051     25.831104278564453   0.07628565281629562     24.86225128173828    0.029198994860053062    23.75680923461914    0.01596880331635475     23.37093734741211    0.019487975165247917    23.285907745361328   0.04024474322795868     -19.85306167602539    -19.99409294128418   
  1.0562705697E10   0.37288614284619875   66.02727992103105    -42.7137568277871     26.39116668701172    0.6091727018356323     25.739425659179688   0.07015901803970337     24.77119255065918    0.026936344802379608    24.613529205322266   0.03353773429989815     24.49724006652832    0.053024083375930786    24.70171546936035    0.14666344225406647     -16.632179260253906   -16.707822799682617  
  7.938007988E9     0.511997391163779     60.9631675888607     -37.23395183435059    26.48282814025879    0.6627702713012695     26.515165328979492   0.14277304708957672     25.46421241760254    0.05019494518637657     24.930618286132812   0.044628944247961044    24.722654342651367   0.06511442363262177     24.516042709350586   0.12366989254951477     -17.180349349975586   -17.309391021728516  
  9.688516553E9     0.7159080505371094    61.65920236220658    -40.526436659988384   25.927440643310547   0.3976762890815735     25.48019790649414    0.055403027683496475    24.53713607788086    0.021948566660284996    23.618505477905273   0.014278116635978222    23.420108795166016   0.020323818549513817    23.31900978088379    0.04146542772650719     -19.399696350097656   -19.51994514465332   
  7.939692501E9     1.0022509098052979    61.88058330509421    -38.13270677140334    25.335304260253906   0.23082594573497772    25.572017669677734   0.06022941321134567     25.2017822265625     0.039578359574079514    24.550617218017578   0.03170311823487282     24.050758361816406   0.03541171923279762     24.058427810668945   0.08129361271858215     -19.35024070739746    -19.374677658081055  
  1.0500533745E10   0.543622612953186     63.77905708712661    -42.05503109206602    25.584962844848633   0.29029831290245056    24.013629913330078   0.015338297933340073    22.580181121826172   0.006205533165484667    21.672292709350586   0.005535713862627745    21.298479080200195   0.005808649584650993    21.088653564453125   0.007394361309707165    -20.910343170166016   -21.238508224487305  
  7.015388331E9     2.348335027694702     62.96051126907255    -34.648699981137945   24.630599975585938   0.12101569026708603    24.1026611328125     0.01649205945432186     23.791587829589844   0.011943574994802475    23.70914077758789    0.015358969569206238    23.733625411987305   0.02669985219836235     23.461217880249023   0.04716140404343605     -23.15938949584961    -23.240459442138672  
  1.1317328949E10   1.4122753143310547    67.63522080740475    -42.89846194631557    25.037019729614258   0.1755705028772354     25.001506805419922   0.035954080522060394    24.944072723388672   0.031405337154865265    24.837936401367188   0.041040223091840744    24.566295623779297   0.056463152170181274    24.013673782348633   0.07803160697221756     -20.27826499938965    -20.344955444335938  
  9.8125599E9       0.2643319368362427    68.58905706045495    -40.42516954702858    24.03338050842285    0.07022243738174438    22.181032180786133   0.0057794987224042416   20.819570541381836   0.0050728837959468365   20.270648956298828   0.005058689508587122    20.00442123413086    0.005102920345962048    19.759225845336914   0.005291502922773361    -20.199861526489258   -20.571456909179688  
  1.125042596E10    0.5339165925979614    64.78901442117446    -43.97236933777042    25.934951782226562   0.40043067932128906    25.51653480529785    0.05726409703493118     24.622488021850586   0.023638932034373283    24.06511688232422    0.020698435604572296    23.80553436279297    0.02845248579978943     23.67227554321289    0.057134490460157394    -18.315574645996094   -18.61055564880371   
  8.9381436E9       0.5846858024597168    66.70409821165343    -38.01937321993506    27.849000930786133   2.3307628631591797     24.70606231689453    0.027645211666822433    23.249412536621094   0.008323795162141323    22.223094940185547   0.0062982868403196335   21.846784591674805   0.006913293153047562    21.584985733032227   0.009854774922132492    -20.612197875976562   -20.95301628112793   
  9.813265418E9     0.6435724496841431    66.8682258572833     -39.48292143117985    23.42966079711914    0.04076468572020531    23.029346466064453   0.007825681008398533    22.33905601501465    0.005819950718432665    21.695423126220703   0.005556249059736729    21.504735946655273   0.006123748607933521    21.334745407104492   0.008427697233855724    -21.121448516845703   -21.346046447753906  
  7.938679719E9     0.75071120262146      61.68257321539426    -37.33031298067088    99.0                 26.620824813842773     26.97355079650879    0.21754583716392517     25.706789016723633   0.06260205060243607     24.598102569580078   0.033077895641326904    24.13517951965332    0.03820418566465378     23.998760223388672   0.07697391510009766     -18.970291137695312   -19.175798416137695  
  9.687504684E9     0.10382270812988281   63.00677747611275    -40.437456217724815   24.42112159729004    0.0999412015080452     23.231245040893555   0.008761733770370483    22.78533363342285    0.006662160623818636    22.619586944580078   0.007388150319457054    22.549083709716797   0.010243400931358337    22.506261825561523   0.020204976201057434    -15.585676193237305   -15.741238594055176  
  8.062685196E9     0.35970589326415425   68.51493590675669    -37.51240793177531    26.060306549072266   0.4493483603000641     26.692657470703125   0.16804997622966766     25.12456512451172    0.036918919533491135    24.64829444885254    0.03459911048412323     24.400527954101562   0.04856418818235397     24.254375457763672   0.09727656841278076     -16.670759201049805   -17.01195526123047   
  8.064132551E9     0.8395559060360858    68.0440103973609     -36.94087646589161    25.60354232788086    0.29529619216918945    25.85770606994629    0.07816285640001297     25.65470314025879    0.05969766899943352     24.67096519470215    0.03531033545732498     24.595449447631836   0.05798223614692688     24.480422973632812   0.11969181150197983     -18.479421615600586   -18.502981185913086  
  8.065029635E9     1.0188300609588623    66.83428582367364    -36.94880536670214    22.60384178161621    0.019902827218174934   22.684511184692383   0.006696705706417561    22.60493278503418    0.006253648549318314    22.2386417388916     0.006330470554530621    21.738262176513672   0.006619793828576803    21.557836532592773   0.009678799659013748    -22.113388061523438   -22.30517578125      
  9.814441915E9     0.9174298048019409    67.96908106655778    -39.30549905603447    25.985380172729492   0.41943204402923584    26.382822036743164   0.126442551612854       25.521324157714844   0.05286956951022148     24.7578125           0.03817877918481827     24.396390914916992   0.048382267355918884    24.296072006225586   0.10106758028268814     -18.906402587890625   -18.949825286865234  
  8.937583564E9     0.2877408266067505    66.26633824933084    -38.01745650737454    24.3127498626709     0.09053714573383331    22.766435623168945   0.006919402163475752    21.530977249145508   0.005221383646130562    21.023818969726562   0.005187699105590582    20.708293914794922   0.00531190587207675     20.50826644897461    0.0059748003259301186   -19.68594741821289    -20.077255249023438  
  1.1251533865E10   0.8645637035369873    65.3749431715898     -44.218269166857      24.27698516845703    0.08763459324836731    24.246675491333008   0.01859051175415516     23.97960090637207    0.013800246641039848    23.200958251953125   0.01043824851512909     22.968196868896484   0.013983892276883125    22.84221649169922    0.027069665491580963    -20.307588577270508   -20.40903091430664   
  1.0564462698E10   0.9295729398727417    65.57758760645503    -42.45058990908275    23.987333297729492   0.06734991818666458    23.898595809936523   0.013994303531944752    23.47315216064453    0.009549560956656933    22.76648712158203    0.007965694181621075    22.32070541381836    0.008832749910652637    22.20494842529297    0.015697849914431572    -21.21874237060547    -21.39923095703125   
  9.81338699E9      0.6689937588065483    67.08222450872391    -40.27326682259724    26.403444290161133   0.6160925030708313     26.15679168701172    0.10277344286441803     25.484580993652344   0.05113264545798302     24.90868377685547    0.04375124350190163     24.74385643005371    0.06638654321432114     25.018798828125      0.19628848135471344     -17.81195831298828    -17.93328094482422   
  1.0565048109E10   1.045731782913208     65.62056988620284    -41.68068717439393    27.480520248413086   1.660196304321289      25.260889053344727   0.04541271552443504     23.698762893676758   0.011156085878610611    22.735929489135742   0.007836385630071163    21.83081817626953    0.006867269054055214    21.34256935119629    0.008466102182865143    -22.666616439819336   -22.95872688293457   
  1.0563860522E10   0.8219056129455566    66.6458522449194     -40.95689235899464    25.667640686035156   0.31320831179618835    25.57978630065918    0.06065697222948074     25.181175231933594   0.03884943202137947     24.180391311645508   0.022867854684591293    24.086376190185547   0.03656286746263504     24.248083114624023   0.09671758860349655     -18.917360305786133   -18.94853973388672   
  1.1939202115E10   0.8655686378479004    67.4654957594895     -44.989548666844655   25.52169418334961    0.27390873432159424    25.657426834106445   0.06510303914546967     24.702861785888672   0.025362897664308548    23.59157943725586    0.01397593691945076     23.23249626159668    0.017340967431664467    23.10804557800293    0.034295279532670975    -20.0501708984375     -20.157739639282227  
  1.0563030056E10   0.5515174865722656    65.3350704366391     -42.09767772795229    24.904476165771484   0.1554897129535675     24.16890525817871    0.017420073971152306    22.99503517150879    0.007288138382136822    22.39584732055664    0.006699949037283659    22.22447967529297    0.008344207890331745    22.10428237915039    0.014471388421952724    -19.950681686401367   -20.109966278076172  
  7.063671912E9     0.7739779949188232    66.55959648159842    -35.48461983574011    25.663890838623047   0.3121299743652344     25.28032112121582    0.04621809720993042     24.717771530151367   0.025697382166981697    23.849769592285156   0.017245760187506676    23.559410095214844   0.02292078733444214     23.447647094726562   0.04658447951078415     -19.571290969848633   -19.781871795654297  
  7.062617852E9     0.30693280696868896   65.87997241452199    -36.780869514140065   25.096445083618164   0.18540138006210327    24.21680450439453    0.018130257725715637    23.3143310546875     0.008646000176668167    23.00969886779785    0.00919132400304079     22.824377059936523   0.012506683357059956    22.744966506958008   0.024849824607372284    -17.81734275817871    -18.016298294067383  
  6.068499648E9     1.544374942779541     64.56873644026328    -34.69128827968242    25.57840919494629    0.2885570526123047     25.23910903930664    0.04452760890126228     25.032001495361328   0.033974405378103256    24.539213180541992   0.031382232904434204    24.0604190826416     0.035720083862543106    23.378915786743164   0.043772898614406586    -21.910491943359375   -22.06386375427246   
  1.0625629773E10   0.6127495765686035    68.4815852461516     -42.311343979025175   26.18781280517578    0.5052469968795776     25.991291046142578   0.08832011371850967     25.18802261352539    0.03909020498394966     24.68972396850586    0.03591018542647362     24.54188346862793    0.055221907794475555    24.49338150024414    0.12112462520599365     -17.735429763793945   -17.793901443481445  
  8.003076218E9     1.1400537490844727    64.1806262890259     -37.34404648750458    24.52208709716797    0.10959163308143616    24.370380401611328   0.02064729854464531     24.09925079345703    0.01518640760332346     23.8664493560791     0.017487753182649612    23.13084602355957    0.015942512080073357    22.947120666503906   0.02970629371702671     -20.900104522705078   -21.020122528076172  
  8.881509296E9     1.620711088180542     62.05883490738702    -38.71950043976538    26.36974334716797    0.5972836017608643     25.481168746948242   0.05545204505324364     25.456201553344727   0.049831025302410126    24.728870391845703   0.03719676658511162     24.27940559387207    0.04351598769426346     23.877620697021484   0.06890451163053513     -21.992820739746094   -22.1914119720459    
  7.005931838E9     1.5774447917938232    61.999627730470145   -35.802357224057786   24.579837799072266   0.11552924662828445    24.678245544433594   0.02697608806192875     24.83013916015625    0.028378549963235855    24.673852920532227   0.03540176898241043     24.449886322021484   0.05079037323594093     24.127899169921875   0.08663243055343628     -20.939014434814453   -21.083839416503906  
  1.0564456385E10   0.9396028518676758    66.23471595446186    -42.2769649429092     24.93903923034668    0.16049189865589142    24.764814376831055   0.02911805920302868     23.512834548950195   0.009803044609725475    22.543243408203125   0.007129369303584099    21.79145622253418    0.006758095230907202    21.471515655517578   0.009154826402664185    -22.24635887145996    -22.51679229736328   
  7.075589295E9     2.035921096801758     65.66663542717987    -35.738504334330855   23.732364654541016   0.0534827783703804     23.570255279541016   0.01094091311097145     23.65828514099121    0.010836953297257423    23.78935432434082    0.016402319073677063    23.80756378173828    0.028503555804491043    23.7982120513916     0.06408552825450897     -21.774843215942383   -21.83488655090332   
  1.1312526833E10   0.18698668479919434   67.16769526380618    -43.54767664821026    25.967926025390625   0.4127550423145294     24.840030670166016   0.03112710453569889     24.388914108276367   0.01932588405907154     24.17557716369629    0.022772202268242836    24.0159969329834     0.03432470187544823     23.941312789916992   0.07303467392921448     -15.418902397155762   -15.592841148376465  
  8.877513128E9     1.0191223621368408    63.84578772850093    -38.45678552408593    27.45598602294922    1.6231096982955933     26.41490364074707    0.13021928071975708     25.62677574157715    0.05819714069366455     24.83565330505371    0.04095577448606491     24.082582473754883   0.03643857315182686     23.93446159362793    0.07257877290248871     -19.6656436920166     -19.775096893310547  
  7.065023505E9     1.0226917266845703    67.3202107336578     -35.77072994559223    24.62155532836914    0.12001901865005493    25.067468643188477   0.03814608231186867     24.83732032775879    0.02855992503464222     24.519420623779297   0.030833153054118156    24.098630905151367   0.036968037486076355    23.992286682128906   0.07651941478252411     -19.272668838500977   -19.270633697509766  
  1.1316552071E10   1.3090202808380127    69.16667110308668    -44.2771530842352     29.405872344970703   9.775729179382324      27.3873291015625     0.3182889521121979      25.962574005126953   0.07908836752176285     24.7259521484375     0.03709901124238968     24.015296936035156   0.034303225576877594    23.290950775146484   0.040428031235933304    -21.596906661987305   -21.855592727661133  
  9.688140374E9     0.5786982774734497    61.09390044463305    -40.05136191533823    99.0                 26.620824813842773     26.61557388305664    0.1565619707107544      25.50421905517578    0.052053455263376236    24.70236587524414    0.036320555955171585    24.576570510864258   0.0569937527179718      24.203248977661133   0.09282367676496506     -17.767763137817383   -17.936588287353516  
  1.0500175903E10   0.37581074237823486   64.04563350849143    -42.1386598100884     25.7735652923584     0.3452269434928894     25.1875057220459     0.042500391602516174    24.173114776611328   0.01613067463040352     23.95159149169922    0.018787281587719917    23.8469181060791     0.029516851529479027    23.76409339904785    0.06212136149406433     -17.34925079345703    -17.455041885375977  
  1.1314001827E10   0.8615106344223022    68.52599014251555    -43.40342729339915    25.205820083618164   0.20496512949466705    25.103322982788086   0.03939590975642204     24.628154754638672   0.023756198585033417    23.819534301757812   0.016817346215248108    23.487857818603516   0.02154308743774891     23.490625381469727   0.04843631386756897     -19.71483039855957    -19.808486938476562  
  8.003996453E9     1.306501865386963     64.6509894129952     -35.97194570104777    24.88414192199707    0.15261945128440857    24.95248794555664    0.03441043943166733     24.824684143066406   0.028241736814379692    24.666044235229492   0.035154569894075394    24.191810607910156   0.04020480066537857     23.7952938079834     0.06391546875238419     -20.463878631591797   -20.61771011352539   
  8.069001435E9     1.6271636486053467    67.79678573756772    -36.618958521352134   24.041229248046875   0.07072454690933228    24.071142196655273   0.01607164554297924     24.120651245117188   0.015452725812792778    24.03001594543457    0.0200846865773201      23.889965057373047   0.030669089406728745    23.75897979736328    0.061832718551158905    -21.72368049621582    -21.860260009765625  
  9.693156935E9     1.4993436336517334    62.12068164553977    -39.9414360290948     26.660539627075195   0.7805030345916748     26.260604858398438   0.11303362995386124     25.72752571105957    0.06379836797714233     24.51378631591797    0.03067868761718273     23.89837074279785    0.03089960478246212     23.18441390991211    0.03672880306839943     -22.37409210205078    -22.61172866821289   
  1.0564214019E10   0.8751884698867798    65.95523177568029    -41.08743810386576    25.968446731567383   0.4129520058631897     26.12240219116211    0.09958570450544357     25.297622680664062   0.043157946318387985    24.218923568725586   0.0236484557390213      23.834365844726562   0.029189439490437508    23.821861267089844   0.06548421829938889     -19.455249786376953   -19.560611724853516  
  9.687529884E9     0.2057835797193709    62.629679876050915   -40.1210031592916     26.401147842407227   0.6147928237915039     24.827524185180664   0.030783269554376602    24.308198928833008   0.018049949780106544    24.109943389892578   0.02151337079703808     23.979610443115234   0.033224403858184814    23.9512882232666     0.07370389252901077     -15.714936256408691   -15.901936531066895  
  7.000079662E9     0.25541501435837716   63.51999615020424    -35.71310239857056    24.852434158325195   0.1482521891593933     24.203420639038086   0.017928412184119225    23.401782989501953   0.009122319519519806    23.050445556640625   0.009434283711016178    22.885406494140625   0.013106401078402996    22.731985092163086   0.02456868439912796     -17.289335250854492   -17.55217742919922   
  1.1253726598E10   1.2564513683319092    65.32707690578906    -43.52762558604082    23.752737045288086   0.05447416007518768    23.64002227783203    0.011502719484269619    23.521799087524414   0.00986193772405386     23.247879028320312   0.010787982493638992    22.678424835205078   0.011221881955862045    22.309555053710938   0.017112070694565773    -21.781015396118164   -21.88798713684082   
  1.1254462688E10   1.3574013710021973    65.663410162615      -43.01295558572458    22.743173599243164   0.02237735129892826    22.71833038330078    0.0067855967208743095   22.82703399658203    0.0067725758999586105   22.807756423950195   0.008148596622049809    22.663286209106445   0.01109999231994152     22.250947952270508   0.01630142703652382     -21.971019744873047   -22.070476531982422  
  1.1314666322E10   0.9709459543228149    69.1917549557477     -43.11678981893306    26.338417053222656   0.5803182125091553     27.29880142211914    0.2933940589427948      25.40216827392578    0.047445666044950485    24.512069702148438   0.03063184581696987     23.75049591064453    0.027100354433059692    23.416858673095703   0.04530295729637146     -20.294239044189453   -20.533981323242188  
  9.751948055E9     0.9522846937179565    64.23986345243351    -40.69904581795598    25.96299934387207    0.410891592502594      24.887062072753906   0.03245823457837105     23.81766700744629    0.012179470621049404    22.816316604614258   0.008187736384570599    22.18113899230957    0.008142435923218727    21.98653793334961    0.013189181685447693    -21.552030563354492   -21.73873519897461   
  9.693510712E9     1.583411455154419     61.04605416892972    -40.61218729752752    24.975997924804688   0.16602034866809845    24.87025260925293    0.031975775957107544    25.074766159057617   0.03530299663543701     24.847623825073242   0.041400860995054245    24.599445343017578   0.058194082230329514    24.211511611938477   0.0935291051864624      -20.740358352661133   -20.848234176635742  
  8.938249849E9     0.6349761486053467    66.40002691869392    -39.50953764715138    28.27043914794922    3.4358248710632324     26.669801712036133   0.16455787420272827     25.401952743530273   0.04743637144565582     24.42856788635254    0.028440389782190323    24.217315673828125   0.04114120826125145     24.010068893432617   0.07777438312768936     -18.44887924194336    -18.66630744934082   
  1.0500630685E10   0.5850198268890381    62.680858275503006   -41.54543787423793    29.90641975402832    15.50083065032959      26.311935424804688   0.11848154664039612     24.898788452148438   0.030163181945681572    23.9138126373291     0.018197065219283104    23.56446075439453    0.023021642118692398    23.343673706054688   0.04239972308278084     -18.858600616455078   -19.169021606445312  
  7.000018855E9     0.17915840030198626   63.59067146530976    -35.48810687408461    24.97162437438965    0.16535517573356628    24.280969619750977   0.019135886803269386    23.81890296936035    0.012190844863653183    23.68451499938965    0.01505524292588234     23.57795524597168    0.023293640464544296    23.445213317871094   0.046482015401124954    -15.836925506591797   -15.976380348205566  
