# galaxy_id redshift_true ra dec mag_u_obs magerr_u_obs mag_g_obs magerr_g_obs mag_r_obs magerr_r_obs mag_i_obs magerr_i_obs mag_z_obs magerr_z_obs mag_y_obs magerr_y_obs
8.067365941000000000e+09 1.385942697525024414e+00 6.812034578303213550e+01 -3.770940493866262244e+01 2.474576568603515625e+01 1.344598084688186646e-01 2.492142486572265625e+01 3.346860781311988831e-02 2.483916473388671875e+01 2.860656939446926117e-02 2.463293075561523438e+01 3.412592038512229919e-02 2.437102890014648438e+01 4.728187993168830872e-02 2.382115364074707031e+01 6.544196605682373047e-02
7.000098918000000000e+09 2.858211877621110175e-01 6.302247756248043942e+01 -3.642074879190097647e+01 2.609600067138671875e+01 4.643417298793792725e-01 2.495993423461914062e+01 3.464044257998466492e-02 2.423303794860839844e+01 1.695020869374275208e-02 2.396421241760253906e+01 1.898928359150886536e-02 2.383185958862304688e+01 2.912466414272785187e-02 2.377786064147949219e+01 6.290684640407562256e-02
9.687866471000000000e+09 4.984399080276489258e-01 6.151597345743365963e+01 -4.061060260098518881e+01 2.549794387817382812e+01 2.679995000362396240e-01 2.610182571411132812e+01 9.772595763206481934e-02 2.486494827270507812e+01 2.926891855895519257e-02 2.455904579162597656e+01 3.194266930222511292e-02 2.442701148986816406e+01 4.974586144089698792e-02 2.431453323364257812e+01 1.027928516268730164e-01
9.814027898000000000e+09 8.339978456497192383e-01 6.857402492095280877e+01 -4.015537123889615145e+01 2.578041839599609375e+01 3.474085330963134766e-01 2.562956237792968750e+01 6.347032636404037476e-02 2.452034187316894531e+01 2.163206040859222412e-02 2.336427879333496094e+01 1.173856388777494431e-02 2.292214965820312500e+01 1.348648313432931900e-02 2.277942466735839844e+01 2.561290375888347626e-02
1.194000028000000000e+10 1.046114206314086914e+00 6.808854626137865296e+01 -4.605253987873894062e+01 2.508868217468261719e+01 1.840865164995193481e-01 2.519753074645996094e+01 4.288649186491966248e-02 2.500082969665527344e+01 3.303936868906021118e-02 2.459548187255859375e+01 3.300023078918457031e-02 2.407806587219238281e+01 3.629077225923538208e-02 2.386654281616210938e+01 6.821115314960479736e-02
1.131252428200000000e+10 1.571470938781953930e-01 6.716499661243918240e+01 -4.327548585773546108e+01 9.900000000000000000e+01 2.662082481384277344e+01 2.565603446960449219e+01 6.502034515142440796e-02 2.508267021179199219e+01 3.555450215935707092e-02 2.485047531127929688e+01 4.150772839784622192e-02 2.470736312866210938e+01 6.421175599098205566e-02 2.468877220153808594e+01 1.449300199747085571e-01
1.131620051700000000e+10 1.220747232437133789e+00 6.806602489166893122e+01 -4.412663267969436731e+01 2.458368110656738281e+01 1.159357801079750061e-01 2.468518447875976562e+01 2.714132331311702728e-02 2.472151756286621094e+01 2.578239329159259796e-02 2.459857368469238281e+01 3.309185802936553955e-02 2.414414978027343750e+01 3.851408883929252625e-02 2.386179924011230469e+01 6.791620701551437378e-02
6.063535353000000000e+09 7.225630283355712891e-01 6.587518010132247070e+01 -3.416420365753511135e+01 2.229583168029785156e+01 1.549743954092264175e-02 2.225935935974121094e+01 5.881076212972402573e-03 2.177217483520507812e+01 5.326780490577220917e-03 2.101842308044433594e+01 5.186091642826795578e-03 2.077685165405273438e+01 5.348338745534420013e-03 2.060160636901855469e+01 6.130661349743604660e-03
1.131350747400000000e+10 7.173144817352294922e-01 6.828118238331111911e+01 -4.386484248448085310e+01 2.513471412658691406e+01 1.920235455036163330e-01 2.481239891052246094e+01 3.037243150174617767e-02 2.400075340270996094e+01 1.403295621275901794e-02 2.317398452758789062e+01 1.024537626653909683e-02 2.298158073425292969e+01 1.413306873291730881e-02 2.279070281982421875e+01 2.586809918284416199e-02
1.193920651400000000e+10 8.690686225891113281e-01 6.659930401698254343e+01 -4.518880392179888617e+01 2.199677658081054688e+01 1.235074363648891449e-02 2.210774612426757812e+01 5.694944411516189575e-03 2.203598976135253906e+01 5.501720588654279709e-03 2.148243522644042969e+01 5.393416155129671097e-03 2.110028648376464844e+01 5.587561987340450287e-03 2.097037696838378906e+01 7.004374172538518906e-03
7.065303260000000000e+09 1.102059364318847656e+00 6.660137821962118210e+01 -3.662782471898275105e+01 2.447345733642578125e+01 1.048309653997421265e-01 2.441583633422851562e+01 2.146772108972072601e-02 2.430226898193359375e+01 1.796020753681659698e-02 2.405317687988281250e+01 2.048718370497226715e-02 2.344095230102539062e+01 2.069033123552799225e-02 2.323480987548828125e+01 3.843291103839874268e-02
8.875083802000000000e+09 3.007398843765258789e-01 6.379550911118515444e+01 -3.901012007112159097e+01 2.643902015686035156e+01 6.365894079208374023e-01 2.504517745971679688e+01 3.739029914140701294e-02 2.412993621826171875e+01 1.557008083909749985e-02 2.380081176757812500e+01 1.655842550098896027e-02 2.362888145446777344e+01 2.435256354510784149e-02 2.362671852111816406e+01 5.481323227286338806e-02
8.875378815000000000e+09 4.949756860733032227e-01 6.415424649628826614e+01 -3.909564743330509629e+01 2.478751945495605469e+01 1.396967321634292603e-01 2.432940864562988281e+01 1.993831992149353027e-02 2.334376525878906250e+01 8.800680749118328094e-03 2.289577102661132812e+01 8.571618236601352692e-03 2.266455841064453125e+01 1.111018098890781403e-02 2.251430702209472656e+01 2.034462429583072662e-02
8.070453659000000000e+09 1.839036226272583008e+00 6.761085955018936033e+01 -3.804990240903328669e+01 2.427527046203613281e+01 8.749788999557495117e-02 2.436071395874023438e+01 2.047743462026119232e-02 2.442106246948242188e+01 1.986286230385303497e-02 2.441341781616210938e+01 2.806123718619346619e-02 2.429860305786132812e+01 4.427863284945487976e-02 2.415832138061523438e+01 8.907999843358993530e-02
9.694888513000000000e+09 1.753768444061279297e+00 6.256077314603196982e+01 -4.063912653543059861e+01 2.382830619812011719e+01 5.832019075751304626e-02 2.397877502441406250e+01 1.491422019898891449e-02 2.415747642517089844e+01 1.592473126947879791e-02 2.429939842224121094e+01 2.537548169493675232e-02 2.431975555419921875e+01 4.513503983616828918e-02 2.425882911682128906e+01 9.767509996891021729e-02
8.062694934000000000e+09 3.656440973281860352e-01 6.671708454799892252e+01 -3.739354553437561890e+01 2.544496154785156250e+01 2.552722990512847900e-01 2.464006233215332031e+01 2.608585357666015625e-02 2.356872367858886719e+01 1.018028613179922104e-02 2.338179969787597656e+01 1.189240347594022751e-02 2.325632476806640625e+01 1.768976263701915741e-02 2.315079307556152344e+01 3.563584014773368835e-02
9.750080323000000000e+09 2.682908907102647400e-01 6.408034908499639926e+01 -4.049346976610267745e+01 2.721015930175781250e+01 1.294392704963684082e+00 2.605581092834472656e+01 9.369293600320816040e-02 2.501749610900878906e+01 3.353595733642578125e-02 2.448051643371582031e+01 2.978322841227054596e-02 2.427292251586914062e+01 4.326165840029716492e-02 2.397677993774414062e+01 7.544209808111190796e-02
6.062948375000000000e+09 5.297416448593139648e-01 6.480619028350639610e+01 -3.333361708664550349e+01 2.625839424133300781e+01 5.391349196434020996e-01 2.653764724731445312e+01 1.457495838403701782e-01 2.509590911865234375e+01 3.597984462976455688e-02 2.453123092651367188e+01 3.115952573716640472e-02 2.436356544494628906e+01 4.696297645568847656e-02 2.445267677307128906e+01 1.166826039552688599e-01
8.876004555000000000e+09 7.160557508468627930e-01 6.264171269422998023e+01 -3.798828286051004710e+01 2.268346214294433594e+01 2.127582579851150513e-02 2.266485023498535156e+01 6.646933034062385559e-03 2.234486198425292969e+01 5.827656015753746033e-03 2.175146865844726562e+01 5.609246902167797089e-03 2.153004074096679688e+01 6.169648841023445129e-03 2.136321258544921875e+01 8.569249883294105530e-03
9.688671649000000000e+09 7.558375597000122070e-01 6.155983613305091495e+01 -3.910012094315694497e+01 2.321410179138183594e+01 3.366629406809806824e-02 2.310725402832031250e+01 8.159288205206394196e-03 2.277721595764160156e+01 6.641415879130363464e-03 2.217487144470214844e+01 6.203098688274621964e-03 2.202221298217773438e+01 7.490721065551042557e-03 2.189150047302246094e+01 1.226381491869688034e-02
1.193777765300000000e+10 4.141024600300041159e-01 6.682541117272671727e+01 -4.430227951363477246e+01 2.822655296325683594e+01 3.299741744995117188e+00 2.678814888000488281e+01 1.834606826305389404e-01 2.550015830993652344e+01 5.186189711093902588e-02 2.492420959472656250e+01 4.437069222331047058e-02 2.470107650756835938e+01 6.384438276290893555e-02 2.442798614501953125e+01 1.140680164098739624e-01
8.942686881000000000e+09 1.443127155303955078e+00 6.594453809422549284e+01 -3.948738152100852261e+01 2.392312431335449219e+01 6.354305148124694824e-02 2.398996162414550781e+01 1.504863146692514420e-02 2.419424438476562500e+01 1.641402207314968109e-02 2.416315078735351562e+01 2.252779342234134674e-02 2.403038215637207031e+01 3.477034717798233032e-02 2.342684173583984375e+01 4.571455344557762146e-02
7.064483294000000000e+09 9.381102323532104492e-01 6.650411960384285237e+01 -3.596884444545344195e+01 2.667113494873046875e+01 7.881535291671752930e-01 2.565930747985839844e+01 6.521472334861755371e-02 2.524219703674316406e+01 4.104859009385108948e-02 2.449195671081542969e+01 3.008802235126495361e-02 2.410296821594238281e+01 3.711249679327011108e-02 2.403259086608886719e+01 7.939388602972030640e-02
1.062537266200000000e+10 4.877855777740478516e-01 7.006626185511953508e+01 -4.233240459295307545e+01 2.224762535095214844e+01 1.492263283580541611e-02 2.175451087951660156e+01 5.399679299443960190e-03 2.076173210144042969e+01 5.066815298050642014e-03 2.036762046813964844e+01 5.067816004157066345e-03 2.015735244750976562e+01 5.130266770720481873e-03 2.002450180053710938e+01 5.447205621749162674e-03
7.068440397000000000e+09 1.581368446350097656e+00 6.592959631326419867e+01 -3.443874884643945933e+01 2.492357063293457031e+01 1.582335829734802246e-01 2.500809288024902344e+01 3.616683557629585266e-02 2.513489341735839844e+01 3.726354613900184631e-02 2.497878074645996094e+01 4.661980643868446350e-02 2.487488746643066406e+01 7.483072578907012939e-02 2.451019096374511719e+01 1.230080723762512207e-01
8.003358953000000000e+09 1.152710437774658203e+00 6.481100657574027935e+01 -3.600765746510649734e+01 2.435685539245605469e+01 9.425127506256103516e-02 2.481216049194335938e+01 3.036602213978767395e-02 2.439925956726074219e+01 1.949686184525489807e-02 2.408928108215332031e+01 2.113326266407966614e-02 2.340891075134277344e+01 2.012996375560760498e-02 2.312818336486816406e+01 3.492029383778572083e-02
7.943494815000000000e+09 1.556273698806762695e+00 6.199526286006383202e+01 -3.816685360589379172e+01 2.510583877563476562e+01 1.870054602622985840e-01 2.522059440612792969e+01 4.378905147314071655e-02 2.512685585021972656e+01 3.699498251080513000e-02 2.483256912231445312e+01 4.084169864654541016e-02 2.466079330444335938e+01 6.154107674956321716e-02 2.426837921142578125e+01 9.853395074605941772e-02
8.879315551000000000e+09 1.269804963963568678e+00 6.341907929188774062e+01 -3.884342171945451128e+01 2.463890647888183594e+01 1.219380870461463928e-01 2.437108993530273438e+01 2.065984159708023071e-02 2.428782844543457031e+01 1.774367131292819977e-02 2.402185821533203125e+01 1.994503848254680634e-02 2.351150321960449219e+01 2.198778837919235229e-02 2.304647827148437500e+01 3.245678916573524475e-02
1.131279532900000000e+10 4.560967683792114258e-01 6.822025682832838811e+01 -4.351852879615987035e+01 2.743901252746582031e+01 1.597943544387817383e+00 2.475882148742675781e+01 2.896399982273578644e-02 2.321925735473632812e+01 8.182728663086891174e-03 2.250708961486816406e+01 7.015821989625692368e-03 2.214483833312988281e+01 7.981662638485431671e-03 2.196392631530761719e+01 1.296055130660533905e-02
8.937603193000000000e+09 3.006719568691170186e-01 6.679377062936258369e+01 -3.854142556006841147e+01 2.590637016296386719e+01 3.900463879108428955e-01 2.509503555297851562e+01 3.910335898399353027e-02 2.441397857666015625e+01 1.974313147366046906e-02 2.418261909484863281e+01 2.291211858391761780e-02 2.403281593322753906e+01 3.484625369310379028e-02 2.393480110168457031e+01 7.260129600763320923e-02
8.063679491000000000e+09 7.685599327087402344e-01 6.652290781919188589e+01 -3.684593569645279842e+01 2.765944862365722656e+01 1.957505464553833008e+00 2.461791801452636719e+01 2.558437548577785492e-02 2.288093566894531250e+01 6.925217807292938232e-03 2.163327026367187500e+01 5.502790678292512894e-03 2.102221870422363281e+01 5.517887882888317108e-03 2.073907852172851562e+01 6.403602194041013718e-03
7.001013876000000000e+09 7.147607803344726562e-01 6.294845557756166698e+01 -3.494757430453561398e+01 2.517550849914550781e+01 1.993447244167327881e-01 2.498648643493652344e+01 3.547348082065582275e-02 2.451059341430664062e+01 2.145067043602466583e-02 2.380150413513183594e+01 1.656793244183063507e-02 2.372164344787597656e+01 2.641921117901802063e-02 2.349643135070800781e+01 4.869232326745986938e-02
9.753078239000000000e+09 1.137568950653076172e+00 6.448338659518719851e+01 -4.080831263502558670e+01 2.564964103698730469e+01 3.080712854862213135e-01 2.531762313842773438e+01 4.780524224042892456e-02 2.513121032714843750e+01 3.714024275541305542e-02 2.495199966430664062e+01 4.550172016024589539e-02 2.418465995788574219e+01 3.994629904627799988e-02 2.419942474365234375e+01 9.249892085790634155e-02
1.062635232900000000e+10 7.974350452423095703e-01 6.855829030422081871e+01 -4.072021472460167502e+01 2.773716735839843750e+01 2.102706432342529297e+00 2.627978134155273438e+01 1.150389239192008972e-01 2.484008979797363281e+01 2.862998284399509430e-02 2.372742462158203125e+01 1.558937784284353256e-02 2.310988998413085938e+01 1.567155867815017700e-02 2.288219833374023438e+01 2.804368175566196442e-02
8.875530148000000000e+09 5.475052595138549805e-01 6.260833460390268357e+01 -3.794533939717888416e+01 2.525901985168457031e+01 2.152176201343536377e-01 2.448384666442871094e+01 2.276470698416233063e-02 2.339825630187988281e+01 9.102113544940948486e-03 2.279103279113769531e+01 8.073329925537109375e-03 2.257772445678710938e+01 1.044805627316236496e-02 2.242671585083007812e+01 1.888157241046428680e-02
9.688027987000000000e+09 5.639809370040893555e-01 6.142490871287120058e+01 -4.001260168957588803e+01 2.801695632934570312e+01 2.720578908920288086e+00 2.612152481079101562e+01 9.950570017099380493e-02 2.491051673889160156e+01 3.047969006001949310e-02 2.398009300231933594e+01 1.924725063145160675e-02 2.362037849426269531e+01 2.417214028537273407e-02 2.342674446105957031e+01 4.571052640676498413e-02
1.056312509800000000e+10 5.879621505737304688e-01 6.661676128643404127e+01 -4.122277823533858765e+01 2.633611297607421875e+01 5.790863037109375000e-01 2.612862396240234375e+01 1.001547947525978088e-01 2.500857353210449219e+01 3.326910361647605896e-02 2.441706466674804688e+01 2.815207652747631073e-02 2.433498191833496094e+01 4.576183855533599854e-02 2.424250602722167969e+01 9.622432291507720947e-02
8.004453648000000000e+09 1.325271022076958349e+00 6.379909434458301831e+01 -3.751822836029555219e+01 2.446051597595214844e+01 1.036002114415168762e-01 2.455232048034667969e+01 2.415934950113296509e-02 2.447560691833496094e+01 2.081369049847126007e-02 2.430277252197265625e+01 2.545089088380336761e-02 2.398679161071777344e+01 3.343863040208816528e-02 2.347483444213867188e+01 4.774709418416023254e-02
8.939665502000000000e+09 9.874848127365112305e-01 6.577855331766699010e+01 -3.831127929384880559e+01 2.562156295776367188e+01 3.002256751060485840e-01 2.566701698303222656e+01 6.567475944757461548e-02 2.544797134399414062e+01 4.945992678403854370e-02 2.478065490722656250e+01 3.897273540496826172e-02 2.439920043945312500e+01 4.850581288337707520e-02 2.426061439514160156e+01 9.783485531806945801e-02
1.050563053300000000e+10 1.542565345764160156e+00 6.296007811300365375e+01 -4.214714742730896546e+01 2.460261726379394531e+01 1.179594323039054871e-01 2.470694351196289062e+01 2.766665630042552948e-02 2.481407546997070312e+01 2.797741629183292389e-02 2.468850517272949219e+01 3.587096557021141052e-02 2.459758758544921875e+01 5.809559300541877747e-02 2.415315437316894531e+01 8.865983039140701294e-02
7.064696921000000000e+09 9.929740428924560547e-01 6.565342261428490644e+01 -3.665440889955334569e+01 2.643927955627441406e+01 6.367409825325012207e-01 2.507288742065429688e+01 3.833256289362907410e-02 2.328273010253906250e+01 8.485896512866020203e-03 2.227047920227050781e+01 6.398677825927734375e-03 2.141382026672363281e+01 5.972576327621936798e-03 2.098361587524414062e+01 7.044989150017499924e-03
1.056337655800000000e+10 6.629060506820678711e-01 6.641649055444592875e+01 -4.190898303246490286e+01 2.675939178466796875e+01 8.548368811607360840e-01 2.496049118041992188e+01 3.465767204761505127e-02 2.365337944030761719e+01 1.079931017011404037e-02 2.274751281738281250e+01 7.884799502789974213e-03 2.250992584228515625e+01 9.974213317036628723e-03 2.234051513671875000e+01 1.755988970398902893e-02
1.193799479100000000e+10 5.066065762045790510e-01 6.796515708082644380e+01 -4.635382817665344390e+01 2.634063720703125000e+01 5.815057754516601562e-01 2.722243881225585938e+01 2.734947800636291504e-01 2.549518585205078125e+01 5.162774398922920227e-02 2.497307968139648438e+01 4.637950286269187927e-02 2.471466255187988281e+01 6.464112550020217896e-02 2.450646400451660156e+01 1.225875020027160645e-01
9.817293141000000000e+09 1.404508113861083984e+00 6.829170711499521929e+01 -4.079124168930834315e+01 2.307197380065917969e+01 2.971382811665534973e-02 2.300535774230957031e+01 7.729467004537582397e-03 2.301681900024414062e+01 7.364029064774513245e-03 2.271095466613769531e+01 7.734359707683324814e-03 2.246306228637695312e+01 9.667542763054370880e-03 2.185044097900390625e+01 1.189224049448966980e-02
9.815019436000000000e+09 1.018610477447509766e+00 6.829258464956200214e+01 -4.002330441650678239e+01 2.534055709838867188e+01 2.319409996271133423e-01 2.513879585266113281e+01 4.067434743046760559e-02 2.479411888122558594e+01 2.748774178326129913e-02 2.413289642333984375e+01 2.194451913237571716e-02 2.357719802856445312e+01 2.327831275761127472e-02 2.347417831420898438e+01 4.771878570318222046e-02
8.003986151000000000e+09 1.320190429687500000e+00 6.529702922981161350e+01 -3.662053791781712420e+01 2.563484954833984375e+01 3.039119541645050049e-01 2.532463645935058594e+01 4.810984060168266296e-02 2.524012184143066406e+01 4.097194224596023560e-02 2.499090003967285156e+01 4.713514447212219238e-02 2.453184509277343750e+01 5.471989512443542480e-02 2.432241058349609375e+01 1.035384088754653931e-01
1.131366136600000000e+10 7.550163269042968750e-01 6.834133326038717371e+01 -4.297555362861543671e+01 2.360334205627441406e+01 4.762126132845878601e-02 2.325266456604003906e+01 8.875377476215362549e-03 2.261186981201171875e+01 6.267449818551540375e-03 2.175811195373535156e+01 5.615860223770141602e-03 2.143299293518066406e+01 6.002747453749179840e-03 2.126559257507324219e+01 8.103941567242145538e-03
9.688823329000000000e+09 7.853629589080810547e-01 6.133484862261671111e+01 -3.954918377603105739e+01 2.492337799072265625e+01 1.582056730985641479e-01 2.439006042480468750e+01 2.099805884063243866e-02 2.364107704162597656e+01 1.070558652281761169e-02 2.267758941650390625e+01 7.603091653436422348e-03 2.233777427673339844e+01 8.925530128180980682e-03 2.220743560791015625e+01 1.572977006435394287e-02
1.193882057600000000e+10 7.954562902450561523e-01 6.702845932094828640e+01 -4.570978005067825478e+01 2.608480072021484375e+01 4.595831930637359619e-01 2.573110198974609375e+01 6.962802261114120483e-02 2.536412620544433594e+01 4.583673179149627686e-02 2.452319717407226562e+01 3.093706071376800537e-02 2.428807449340820312e+01 4.385866224765777588e-02 2.408971595764160156e+01 8.365560322999954224e-02
8.000112176000000000e+09 3.313962221145629883e-01 6.413835647639632498e+01 -3.648875999416225113e+01 2.625571441650390625e+01 5.378088951110839844e-01 2.480054664611816406e+01 3.005477972328662872e-02 2.346483421325683594e+01 9.497891180217266083e-03 2.294785499572753906e+01 8.844392374157905579e-03 2.262448883056640625e+01 1.079664472490549088e-02 2.244327735900878906e+01 1.914860308170318604e-02
6.063864222000000000e+09 8.176186084747314453e-01 6.551195271156007038e+01 -3.461493757983688369e+01 2.676016235351562500e+01 8.554437160491943359e-01 2.651280784606933594e+01 1.424638926982879639e-01 2.572825050354003906e+01 6.384059786796569824e-02 2.470534515380859375e+01 3.641800954937934875e-02 2.444458389282226562e+01 5.054615810513496399e-02 2.438116455078125000e+01 1.092719361186027527e-01
7.001328059000000000e+09 7.392857175364451194e-01 6.267152540382904391e+01 -3.551557504646735453e+01 2.508390998840332031e+01 1.832819581031799316e-01 2.493789291381835938e+01 3.396447375416755676e-02 2.445887756347656250e+01 2.051669918000698090e-02 2.374000167846679688e+01 1.575042679905891418e-02 2.357242965698242188e+01 2.318179234862327576e-02 2.342555999755859375e+01 4.566146433353424072e-02
8.876934641000000000e+09 9.584581851959228516e-01 6.391410274942074921e+01 -3.892781833425053151e+01 2.638232612609863281e+01 6.042384505271911621e-01 2.584446525573730469e+01 7.722260802984237671e-02 2.526186752319335938e+01 4.178482666611671448e-02 2.449143218994140625e+01 3.007394447922706604e-02 2.385725975036621094e+01 2.978936582803726196e-02 2.378321838378906250e+01 6.321496516466140747e-02
1.193750004900000000e+10 2.136988053049676192e-02 6.759338643628217369e+01 -4.556018544667097103e+01 2.182543754577636719e+01 1.094707753509283066e-02 2.053559494018554688e+01 5.065645556896924973e-03 1.989617156982421875e+01 5.019665230065584183e-03 1.956089210510253906e+01 5.021551158279180527e-03 1.939958190917968750e+01 5.042165517807006836e-03 1.931555557250976562e+01 5.144185386598110199e-03
8.937693482000000000e+09 3.666641712188720703e-01 6.568672080473855601e+01 -3.904565585122698934e+01 2.548142433166503906e+01 2.639649510383605957e-01 2.449570846557617188e+01 2.299979142844676971e-02 2.332329940795898438e+01 8.692559786140918732e-03 2.298587226867675781e+01 9.054595604538917542e-03 2.279205513000488281e+01 1.220441609621047974e-02 2.268885231018066406e+01 2.365977875888347626e-02
1.062514903700000000e+10 3.386098146438598633e-01 6.974341110657057641e+01 -4.209916279108681181e+01 9.900000000000000000e+01 2.662082481384277344e+01 2.576751327514648438e+01 7.198071479797363281e-02 2.448859786987304688e+01 2.104762010276317596e-02 2.408036231994628906e+01 2.097155340015888214e-02 2.387878990173339844e+01 3.036532364785671234e-02 2.369203948974609375e+01 5.817225947976112366e-02
7.063870550000000000e+09 7.885732650756835938e-01 6.681054586758506275e+01 -3.591991399654514083e+01 2.424885368347167969e+01 8.541795611381530762e-02 2.406408691406250000e+01 1.597941666841506958e-02 2.369336891174316406e+01 1.111266948282718658e-02 2.297019767761230469e+01 8.966785855591297150e-03 2.275653076171875000e+01 1.188416313380002975e-02 2.262605667114257812e+01 2.240204252302646637e-02
1.050086688400000000e+10 6.700884103775024414e-01 6.390394074140550629e+01 -4.313514506091622991e+01 2.557531356811523438e+01 2.877357900142669678e-01 2.410595130920410156e+01 1.653666235506534576e-02 2.253258323669433594e+01 6.117860786616802216e-03 2.138308715820312500e+01 5.334791261702775955e-03 2.098681259155273438e+01 5.489062517881393433e-03 2.066361427307128906e+01 6.246939301490783691e-03
1.050023273700000000e+10 4.282276630401611328e-01 6.439472710657503285e+01 -4.149822346909121507e+01 9.900000000000000000e+01 2.662082481384277344e+01 2.655769920349121094e+01 1.484588980674743652e-01 2.526180076599121094e+01 4.178229719400405884e-02 2.463925552368164062e+01 3.431976586580276489e-02 2.434803390502929688e+01 4.630626738071441650e-02 2.412410354614257812e+01 8.633156120777130127e-02
8.877525119000000000e+09 1.019406557083129883e+00 6.317151977390840756e+01 -3.976725102800981659e+01 2.515512466430664062e+01 1.956508159637451172e-01 2.496683883666992188e+01 3.485512360930442810e-02 2.502700805664062500e+01 3.382293507456779480e-02 2.491571807861328125e+01 4.403085634112358093e-02 2.472628974914550781e+01 6.533035635948181152e-02 2.454987716674804688e+01 1.275722831487655640e-01
1.125337159200000000e+10 1.196825027465820312e+00 6.586885881842066226e+01 -4.380790069512555363e+01 2.595436859130859375e+01 4.076442420482635498e-01 2.564321899414062500e+01 6.426516175270080566e-02 2.472499847412109375e+01 2.586138807237148285e-02 2.380924797058105469e+01 1.667446829378604889e-02 2.299894905090332031e+01 1.432966627180576324e-02 2.239432907104492188e+01 1.837177574634552002e-02
6.064679003000000000e+09 9.930102825164794922e-01 6.409069829030187293e+01 -3.347299787779743241e+01 2.615279388427734375e+01 4.892342090606689453e-01 2.621842384338378906e+01 1.087458804249763489e-01 2.571997451782226562e+01 6.336020678281784058e-02 2.473113250732421875e+01 3.727260604500770569e-02 2.417796516418457031e+01 3.970598429441452026e-02 2.406873893737792969e+01 8.206425607204437256e-02
8.937504918000000000e+09 1.166131496429443359e-01 6.526510296837284386e+01 -3.850749250924741318e+01 1.995526885986328125e+01 5.463673267513513565e-03 1.879648017883300781e+01 5.007940344512462616e-03 1.809549522399902344e+01 5.002411082386970520e-03 1.772842597961425781e+01 5.002505611628293991e-03 1.746396446228027344e+01 5.003887694329023361e-03 1.721391868591308594e+01 5.008110776543617249e-03
1.193755388800000000e+10 2.142766245243929168e-01 6.742400974619815202e+01 -4.428021077052721921e+01 2.561146354675292969e+01 2.974523007869720459e-01 2.474223518371582031e+01 2.854220569133758545e-02 2.418768119812011719e+01 1.632540859282016754e-02 2.410015869140625000e+01 2.133244648575782776e-02 2.397681999206542969e+01 3.314157202839851379e-02 2.404547691345214844e+01 8.033556491136550903e-02
7.939672167000000000e+09 9.767247438430786133e-01 6.221999638862076409e+01 -3.827540239415195344e+01 2.160848617553710938e+01 9.510034695267677307e-03 2.179682922363281250e+01 5.426965188235044479e-03 2.191484642028808594e+01 5.411994643509387970e-03 2.169949722290039062e+01 5.559935234487056732e-03 2.141396141052246094e+01 5.972795654088258743e-03 2.135015678405761719e+01 8.503691293299198151e-03
8.063849012000000000e+09 8.175826072692871094e-01 6.662259446647233574e+01 -3.744300421655243127e+01 2.678316688537597656e+01 8.737419247627258301e-01 2.613129425048828125e+01 1.004002690315246582e-01 2.537865447998046875e+01 4.644464328885078430e-02 2.454650306701660156e+01 3.158707916736602783e-02 2.452699851989746094e+01 5.447911098599433899e-02 2.449426841735839844e+01 1.212233304977416992e-01
6.065001920000000000e+09 1.018317937850952148e+00 6.542298793420189895e+01 -3.486688476161727834e+01 2.261247825622558594e+01 2.004666253924369812e-02 2.268677520751953125e+01 6.702505517750978470e-03 2.260545730590820312e+01 6.254686042666435242e-03 2.225250244140625000e+01 6.359773688018321991e-03 2.173697853088378906e+01 6.616581231355667114e-03 2.155073356628417969e+01 9.633654728531837463e-03
1.062544312200000000e+10 5.104831457138061523e-01 6.842117751475390719e+01 -4.166052403091701706e+01 2.553388595581054688e+01 2.769941985607147217e-01 2.536503982543945312e+01 4.990353435277938843e-02 2.442619514465332031e+01 1.995024830102920532e-02 2.404846382141113281e+01 2.040463313460350037e-02 2.400459289550781250e+01 3.397588059306144714e-02 2.382917404174804688e+01 6.592289358377456665e-02
6.067293303000000000e+09 1.423756837844848633e+00 6.487839938634573400e+01 -3.437071154186131139e+01 2.407934379577636719e+01 7.321446388959884644e-02 2.424804496765136719e+01 1.861198246479034424e-02 2.431041336059570312e+01 1.808365806937217712e-02 2.428050231933593750e+01 2.495784871280193329e-02 2.423881340026855469e+01 4.194803163409233093e-02 2.392177391052246094e+01 7.174146175384521484e-02
8.941897488000000000e+09 1.359564065933227539e+00 6.548384650874010049e+01 -3.893834536633624310e+01 2.497191619873046875e+01 1.653995662927627563e-01 2.477482032775878906e+01 2.937718108296394348e-02 2.471673202514648438e+01 2.567393705248832703e-02 2.455542373657226562e+01 3.183966130018234253e-02 2.430707740783691406e+01 4.461959376931190491e-02 2.377110481262207031e+01 6.252013146877288818e-02
1.125250755000000000e+10 1.042284011840820312e+00 6.491283729048282680e+01 -4.298273268113683798e+01 2.434522438049316406e+01 9.325731545686721802e-02 2.463082504272460938e+01 2.587530389428138733e-02 2.479084396362304688e+01 2.740829251706600189e-02 2.461028671264648438e+01 3.344058990478515625e-02 2.441666603088378906e+01 4.928090050816535950e-02 2.443243026733398438e+01 1.145347654819488525e-01
