# galaxy_id redshift_true ra dec mag_u_obs magerr_u_obs mag_g_obs magerr_g_obs mag_r_obs magerr_r_obs mag_i_obs magerr_i_obs mag_z_obs magerr_z_obs mag_y_obs magerr_y_obs
9.815003859000000000e+09 1.008814811706542969e+00 6.848144274792269925e+01 -4.013084123157236860e+01 2.399955177307128906e+01 6.809985637664794922e-02 2.429297828674316406e+01 1.933135278522968292e-02 2.399012756347656250e+01 1.391540002077817917e-02 2.349693489074707031e+01 1.297859940677881241e-02 2.300896835327148438e+01 1.444466784596443176e-02 2.287011146545410156e+01 2.774523757398128510e-02
9.693174075000000000e+09 1.511381387710571289e+00 6.142787816179750848e+01 -3.948225432287605940e+01 2.458980941772460938e+01 1.165870800614356995e-01 2.430288887023925781e+01 1.949432864785194397e-02 2.415962409973144531e+01 1.595290191471576691e-02 2.370896720886230469e+01 1.535680703818798065e-02 2.335418319702148438e+01 1.921231299638748169e-02 2.273930931091308594e+01 2.472679503262042999e-02
9.688310104000000000e+09 6.530482498309997386e-01 6.282408188891464107e+01 -4.038893796270733816e+01 2.762712287902832031e+01 1.900108575820922852e+00 2.679752922058105469e+01 1.850487887859344482e-01 2.576112937927246094e+01 6.578574329614639282e-02 2.492171096801757812e+01 4.427040368318557739e-02 2.488971328735351562e+01 7.585275173187255859e-02 2.467987632751464844e+01 1.437504887580871582e-01
8.064460671000000000e+09 9.482582807540893555e-01 6.659799590599219243e+01 -3.729263455133685312e+01 2.350594520568847656e+01 4.364008083939552307e-02 2.345483207702636719e+01 1.010200660675764084e-02 2.313790512084960938e+01 7.827870547771453857e-03 2.253060722351074219e+01 7.089015562087297440e-03 2.209796142578125000e+01 7.784799672663211823e-03 2.199598121643066406e+01 1.328627765178680420e-02
7.062886418000000000e+09 4.797357320785522461e-01 6.596406678535826984e+01 -3.673270887436928689e+01 2.398604202270507812e+01 6.727109849452972412e-02 2.350052642822265625e+01 1.042114198207855225e-02 2.252775001525878906e+01 6.109301000833511353e-03 2.207642364501953125e+01 6.028762552887201309e-03 2.184250068664550781e+01 6.900870241224765778e-03 2.169649124145507812e+01 1.063784305006265640e-02
1.125482943700000000e+10 1.385781526565551758e+00 6.430437511895789271e+01 -4.347347395664966996e+01 2.489005279541015625e+01 1.534487605094909668e-01 2.507592010498046875e+01 3.843693435192108154e-02 2.503036117553710938e+01 3.392464667558670044e-02 2.480551528930664062e+01 3.985629230737686157e-02 2.465377235412597656e+01 6.114821881055831909e-02 2.414278221130371094e+01 8.782138675451278687e-02
7.063694367000000000e+09 7.667235136032104492e-01 6.476944752510307524e+01 -3.573232043475236708e+01 2.635112762451171875e+01 5.871437191963195801e-01 2.608111381530761719e+01 9.588947147130966187e-02 2.560383033752441406e+01 5.699333548545837402e-02 2.466479682922363281e+01 3.511513769626617432e-02 2.478482818603515625e+01 6.891817599534988403e-02 2.459925079345703125e+01 1.334898471832275391e-01
7.006929166000000000e+09 1.736566543579101562e+00 6.224451296305046810e+01 -3.556355649097096716e+01 2.469095993041992188e+01 1.278833448886871338e-01 2.470578956604003906e+01 2.763857319951057434e-02 2.513551521301269531e+01 3.728436306118965149e-02 2.487778854370117188e+01 4.254538193345069885e-02 2.486726570129394531e+01 7.431121170520782471e-02 2.489743804931640625e+01 1.755650639533996582e-01
9.812514678000000000e+09 1.406165292555203172e-01 6.678459030651919193e+01 -4.000574868884955748e+01 2.516909217834472656e+01 1.981749832630157471e-01 2.354078865051269531e+01 1.071637123823165894e-02 2.290227508544921875e+01 6.988891400396823883e-03 2.263283348083496094e+01 7.435803767293691635e-03 2.246232986450195312e+01 9.662871249020099640e-03 2.238356399536132812e+01 1.820585317909717560e-02
8.939045498000000000e+09 8.292331695556640625e-01 6.682034446972073738e+01 -3.842966988726385580e+01 2.664238739013671875e+01 7.675731778144836426e-01 2.673591613769531250e+01 1.748634278774261475e-01 2.593014907836914062e+01 7.677635550498962402e-02 2.482516860961914062e+01 4.056979715824127197e-02 2.444897079467773438e+01 5.074809864163398743e-02 2.419208908081054688e+01 9.187887609004974365e-02
1.062666223300000000e+10 8.442652961625178865e-01 6.916033269379448711e+01 -4.152695952420673109e+01 2.616080093383789062e+01 4.928503632545471191e-01 2.673451423645019531e+01 1.746385246515274048e-01 2.597140884399414062e+01 7.973047345876693726e-02 2.492515945434570312e+01 4.440881684422492981e-02 2.473162651062011719e+01 6.564989686012268066e-02 2.450297164916992188e+01 1.221956983208656311e-01
7.938143456000000000e+09 6.039283275604248047e-01 6.226716223896901425e+01 -3.656577106318189152e+01 2.568254661560058594e+01 3.175270259380340576e-01 2.536955451965332031e+01 5.010862275958061218e-02 2.462435340881347656e+01 2.367753349244594574e-02 2.416155624389648438e+01 2.249664068222045898e-02 2.404336166381835938e+01 3.517730534076690674e-02 2.396297645568847656e+01 7.449565082788467407e-02
7.937550829000000000e+09 2.341595440602536327e-01 6.185519952951666056e+01 -3.822253924457212548e+01 2.625491905212402344e+01 5.374163985252380371e-01 2.607510948181152344e+01 9.536363929510116577e-02 2.481169128417968750e+01 2.791853994131088257e-02 2.434918594360351562e+01 2.651234716176986694e-02 2.411630439758300781e+01 3.756048530340194702e-02 2.384474945068359375e+01 6.686695665121078491e-02
8.878372569000000000e+09 1.160350799560546875e+00 6.309379206031267984e+01 -3.951915429210772857e+01 2.270601844787597656e+01 2.168438024818897247e-02 2.278305816650390625e+01 6.967755034565925598e-03 2.275326347351074219e+01 6.581573747098445892e-03 2.256375503540039062e+01 7.196289952844381332e-03 2.199514389038085938e+01 7.392537314444780350e-03 2.174832725524902344e+01 1.103669218719005585e-02
9.751955366000000000e+09 9.192216396331787109e-01 6.486151027984742257e+01 -3.981870595294815018e+01 2.657838058471679688e+01 7.236768603324890137e-01 2.588827514648437500e+01 8.037762343883514404e-02 2.504056358337402344e+01 3.423614799976348877e-02 2.404172134399414062e+01 2.028698287904262543e-02 2.357480049133300781e+01 2.322978340089321136e-02 2.338901329040527344e+01 4.417490959167480469e-02
1.125000608200000000e+10 1.218326525613897676e-01 6.509765078981448028e+01 -4.341100334474523947e+01 2.576708030700683594e+01 3.431737422943115234e-01 2.552946853637695312e+01 5.794166028499603271e-02 2.500754356384277344e+01 3.323837369680404663e-02 2.484817504882812500e+01 4.142141714692115784e-02 2.471484565734863281e+01 6.465191394090652466e-02 2.479785156250000000e+01 1.602083295583724976e-01
8.876170533000000000e+09 7.364784479141235352e-01 6.341399680069752520e+01 -3.820528462101196965e+01 2.699447631835937500e+01 1.061318874359130859e+00 2.634248352050781250e+01 1.218485981225967407e-01 2.555829048156738281e+01 5.467804893851280212e-02 2.471340942382812500e+01 3.668305277824401855e-02 2.452634239196777344e+01 5.444651469588279724e-02 2.432588768005371094e+01 1.038692966103553772e-01
8.878074079000000000e+09 1.117653608322143555e+00 6.304505727148369942e+01 -3.930310558376853436e+01 2.474015998840332031e+01 1.337721198797225952e-01 2.478461456298828125e+01 2.963317930698394775e-02 2.437175750732421875e+01 1.904612779617309570e-02 2.405494689941406250e+01 2.051841467618942261e-02 2.334397315979003906e+01 1.904643140733242035e-02 2.323442840576171875e+01 3.841971233487129211e-02
1.193760705500000000e+10 2.718623302676397291e-01 6.664687619722712952e+01 -4.487319025550331730e+01 2.588569450378417969e+01 3.827048242092132568e-01 2.472453689575195312e+01 2.809946425259113312e-02 2.400035095214843750e+01 1.402846165001392365e-02 2.373204612731933594e+01 1.564835757017135620e-02 2.353067970275878906e+01 2.235611900687217712e-02 2.335279273986816406e+01 4.275074601173400879e-02
7.007365402000000000e+09 1.792422771453857422e+00 6.410313407939760566e+01 -3.543428314753852959e+01 2.370480155944824219e+01 5.217079445719718933e-02 2.368232727050781250e+01 1.186485495418310165e-02 2.370090866088867188e+01 1.117336936295032501e-02 2.367190170288085938e+01 1.490273047238588333e-02 2.351909255981445312e+01 2.213264442980289459e-02 2.344005012512207031e+01 4.626464098691940308e-02
8.877773601000000000e+09 1.064170360565185547e+00 6.345877385957665950e+01 -3.970245207483861805e+01 2.478676223754882812e+01 1.396002769470214844e-01 2.512052154541015625e+01 4.001038148999214172e-02 2.447251510620117188e+01 2.075828425586223602e-02 2.381227874755859375e+01 1.671644672751426697e-02 2.309307289123535156e+01 1.545826718211174011e-02 2.277636528015136719e+01 2.554403617978096008e-02
1.062777119500000000e+10 1.067531585693359375e+00 6.776477127312105608e+01 -4.193557813860520866e+01 2.468210029602050781e+01 1.268512308597564697e-01 2.476207733154296875e+01 2.904746122658252716e-02 2.427343940734863281e+01 1.753111369907855988e-02 2.370153808593750000e+01 1.526436395943164825e-02 2.295928573608398438e+01 1.388575136661529541e-02 2.274458503723144531e+01 2.484151907265186310e-02
9.691224038000000000e+09 1.255212783813476562e+00 6.120678829107246344e+01 -3.966440445572728635e+01 2.467223739624023438e+01 1.257124841213226318e-01 2.473979187011718750e+01 2.848073467612266541e-02 2.467722511291503906e+01 2.479855157434940338e-02 2.455202674865722656e+01 3.174305707216262817e-02 2.398896980285644531e+01 3.350382670760154724e-02 2.374778175354003906e+01 6.120427325367927551e-02
7.939697208000000000e+09 9.827394485473632812e-01 6.186203273815500836e+01 -3.603110306860024536e+01 2.384050369262695312e+01 5.896651744842529297e-02 2.407188034057617188e+01 1.608136668801307678e-02 2.377993583679199219e+01 1.184029318392276764e-02 2.329286956787109375e+01 1.114104874432086945e-02 2.287355613708496094e+01 1.298688631504774094e-02 2.279096794128417969e+01 2.587411738932132721e-02
1.131651719600000000e+10 1.294044733047485352e+00 6.740447697755402601e+01 -4.247756832057286402e+01 2.601934814453125000e+01 4.327391982078552246e-01 2.601506233215332031e+01 9.026259183883666992e-02 2.570963859558105469e+01 6.276539713144302368e-02 2.476472091674804688e+01 3.841714188456535339e-02 2.413872718811035156e+01 3.832628577947616577e-02 2.350915336608886719e+01 4.925761744379997253e-02
1.125131112100000000e+10 8.005694150924682617e-01 6.434434011267212838e+01 -4.258691182040556811e+01 2.610980796813964844e+01 4.702728688716888428e-01 2.495009613037109375e+01 3.433706238865852356e-02 2.326652145385742188e+01 8.406212553381919861e-03 2.210702323913574219e+01 6.080214399844408035e-03 2.142556190490722656e+01 5.990942940115928650e-03 2.116416168212890625e+01 7.677403278648853302e-03
6.067267938000000000e+09 1.410714626312255859e+00 6.533277920417444307e+01 -3.470155874274029628e+01 2.363171768188476562e+01 4.885050281882286072e-02 2.375737190246582031e+01 1.254922244697809219e-02 2.383341026306152344e+01 1.232507172971963882e-02 2.388284301757812500e+01 1.772953756153583527e-02 2.392931556701660156e+01 3.176403418183326721e-02 2.343063163757324219e+01 4.587152972817420959e-02
6.062616870000000000e+09 3.261985778808593750e-01 6.496699040910256429e+01 -3.387802820305772400e+01 2.355779647827148438e+01 4.571456089615821838e-02 2.169970512390136719e+01 5.366971250623464584e-03 2.028380203247070312e+01 5.033378954976797104e-03 1.968574523925781250e+01 5.025513935834169388e-03 1.940160369873046875e+01 5.042287055402994156e-03 1.917718124389648438e+01 5.116325803101062775e-03
7.064706701000000000e+09 9.614268541336059570e-01 6.546379840285128182e+01 -3.572195815458713497e+01 2.340624237060546875e+01 3.992230072617530823e-02 2.361902046203613281e+01 1.132909860461950302e-02 2.334695053100585938e+01 8.817817084491252899e-03 2.278974342346191406e+01 8.067609742283821106e-03 2.240089035034179688e+01 9.285627864301204681e-03 2.231649398803710938e+01 1.721127703785896301e-02
1.056444374100000000e+10 9.547506570816040039e-01 6.612000076847353114e+01 -4.150603819368321012e+01 2.871154975891113281e+01 5.157614707946777344e+00 2.767252349853515625e+01 4.137991666793823242e-01 2.585346794128417969e+01 7.157645374536514282e-02 2.494330406188964844e+01 4.514462500810623169e-02 2.425266838073730469e+01 4.247647523880004883e-02 2.413834953308105469e+01 8.746536076068878174e-02
1.056589653800000000e+10 1.159942388534545898e+00 6.631304681766350484e+01 -4.263170543721300021e+01 2.619994163513183594e+01 5.109179615974426270e-01 2.604941368103027344e+01 9.314611554145812988e-02 2.543208694458007812e+01 4.875162988901138306e-02 2.490775108337402344e+01 4.371441155672073364e-02 2.397180747985839844e+01 3.299324959516525269e-02 2.367198753356933594e+01 5.711950734257698059e-02
1.125154468200000000e+10 8.512552976608276367e-01 6.417928019356469349e+01 -4.317511523335645052e+01 9.900000000000000000e+01 2.662082481384277344e+01 2.509596633911132812e+01 3.913618624210357666e-02 2.337678718566894531e+01 8.981009013950824738e-03 2.229682350158691406e+01 6.457557901740074158e-03 2.154661178588867188e+01 6.200659554451704025e-03 2.130148315429687500e+01 8.268483914434909821e-03
6.064328162000000000e+09 9.050564735805827210e-01 6.390365543944184878e+01 -3.360246816865429054e+01 2.605659294128417969e+01 4.478135406970977783e-01 2.582925796508789062e+01 7.615672051906585693e-02 2.559030723571777344e+01 5.629559233784675598e-02 2.494790267944335938e+01 4.533320665359497070e-02 2.458191871643066406e+01 5.727233737707138062e-02 2.456050109863281250e+01 1.288225054740905762e-01
7.000014313000000000e+09 1.339687583583716035e-01 6.205149463042428692e+01 -3.583654752314838987e+01 2.469129562377929688e+01 1.279225051403045654e-01 2.366102600097656250e+01 1.168044563382863998e-02 2.331746864318847656e+01 8.662177249789237976e-03 2.320314216613769531e+01 1.045407541096210480e-02 2.311308479309082031e+01 1.571251079440116882e-02 2.309381675720214844e+01 3.386108204722404480e-02
1.193901406600000000e+10 8.362671136856079102e-01 6.842743057346162061e+01 -4.519630202718056466e+01 9.900000000000000000e+01 2.662082481384277344e+01 2.673925781250000000e+01 1.754002124071121216e-01 2.568265151977539062e+01 6.123892962932586670e-02 2.451078033447265625e+01 3.059666231274604797e-02 2.412689018249511719e+01 3.792011737823486328e-02 2.408433532714843750e+01 8.324462920427322388e-02
8.065242363000000000e+09 1.019486132088387009e+00 6.812909659797239215e+01 -3.740999151586225935e+01 2.486880683898925781e+01 1.504916548728942871e-01 2.501640892028808594e+01 3.643744438886642456e-02 2.483912277221679688e+01 2.860550768673419952e-02 2.450246238708496094e+01 3.037081845104694366e-02 2.409854316711425781e+01 3.696511685848236084e-02 2.415853118896484375e+01 8.909717947244644165e-02
7.940023583000000000e+09 1.050942897796630859e+00 6.156494190522137444e+01 -3.636193535359129925e+01 2.474958419799804688e+01 1.349306702613830566e-01 2.468587493896484375e+01 2.715784870088100433e-02 2.417927360534667969e+01 1.621268689632415771e-02 2.358222007751464844e+01 1.387285068631172180e-02 2.287642669677734375e+01 1.301571540534496307e-02 2.264779281616210938e+01 2.282894402742385864e-02
9.815572902000000000e+09 1.108509302139282227e+00 6.698961523758545411e+01 -4.115203379427585872e+01 2.441458892822265625e+01 9.934766590595245361e-02 2.462954139709472656e+01 2.584616653621196747e-02 2.434093475341796875e+01 1.855511777102947235e-02 2.406836509704589844e+01 2.075623720884323120e-02 2.341555404663085938e+01 2.024467661976814270e-02 2.322034072875976562e+01 3.793521970510482788e-02
8.064670672000000000e+09 9.807502031326293945e-01 6.755812229694024040e+01 -3.794897775711159227e+01 2.495117568969726562e+01 1.622864902019500732e-01 2.517572212219238281e+01 4.205106198787689209e-02 2.494900703430175781e+01 3.154408931732177734e-02 2.427447891235351562e+01 2.482647448778152466e-02 2.387930870056152344e+01 3.037938661873340607e-02 2.368522834777832031e+01 5.781216174364089966e-02
8.877183589000000000e+09 9.873338937759399414e-01 6.394601263374524081e+01 -3.848641242145379948e+01 2.317128372192382812e+01 3.241942450404167175e-02 2.331212806701660156e+01 9.206489659845829010e-03 2.303370475769042969e+01 7.424376439303159714e-03 2.253662109375000000e+01 7.108139805495738983e-03 2.212337684631347656e+01 7.890095934271812439e-03 2.201305389404296875e+01 1.346434745937585831e-02
1.056454904700000000e+10 9.352438763041102110e-01 6.658832744161661310e+01 -4.274926811645325131e+01 2.584914016723632812e+01 3.700590133666992188e-01 2.626343345642089844e+01 1.133271381258964539e-01 2.570063781738281250e+01 6.225203722715377808e-02 2.487061119079589844e+01 4.227020591497421265e-02 2.456462860107421875e+01 5.637759715318679810e-02 2.463043594360351562e+01 1.373675167560577393e-01
8.878721630000000000e+09 1.256340980529785156e+00 6.354704335492427703e+01 -3.912066859214408510e+01 2.697598266601562500e+01 1.043403744697570801e+00 2.707072448730468750e+01 2.378767430782318115e-01 2.562128257751464844e+01 5.790679529309272766e-02 2.455539703369140625e+01 3.183890134096145630e-02 2.379888534545898438e+01 2.828520536422729492e-02 2.313990020751953125e+01 3.528929129242897034e-02
7.064217634000000000e+09 9.001579284667968750e-01 6.556321894051234267e+01 -3.632513659791882787e+01 2.477096557617187500e+01 1.375964432954788208e-01 2.520802688598632812e+01 4.329466447234153748e-02 2.507964897155761719e+01 3.545821830630302429e-02 2.462813186645507812e+01 3.397940471768379211e-02 2.450879669189453125e+01 5.358431488275527954e-02 2.466221046447753906e+01 1.414365470409393311e-01
9.815281684000000000e+09 1.098868131637573242e+00 6.746271997477249727e+01 -4.139477240620151832e+01 2.526887512207031250e+01 2.171721756458282471e-01 2.577904129028320312e+01 7.274287939071655273e-02 2.526017379760742188e+01 4.172071442008018494e-02 2.496867561340332031e+01 4.619475454092025757e-02 2.424913787841796875e+01 4.234132543206214905e-02 2.415939712524414062e+01 8.916807174682617188e-02
7.065824310000000000e+09 1.167487621307373047e+00 6.709593765604209636e+01 -3.558640074168192768e+01 2.566185569763183594e+01 3.115462064743041992e-01 2.555132293701171875e+01 5.910545960068702698e-02 2.510548973083496094e+01 3.629102557897567749e-02 2.476216697692871094e+01 3.832866251468658447e-02 2.402094650268554688e+01 3.447742387652397156e-02 2.370179367065429688e+01 5.869141966104507446e-02
1.125195097000000000e+10 9.306805133819580078e-01 6.434635317126873133e+01 -4.304760033252988904e+01 2.685623931884765625e+01 9.345263242721557617e-01 2.647496414184570312e+01 1.375995129346847534e-01 2.600565910339355469e+01 8.226975053548812866e-02 2.493640136718750000e+01 4.486301168799400330e-02 2.454269409179687500e+01 5.526258796453475952e-02 2.454643058776855469e+01 1.271696984767913818e-01
8.002544074000000000e+09 1.008864641189575195e+00 6.487045638332070041e+01 -3.763622683059811180e+01 2.438952255249023438e+01 9.710166603326797485e-02 2.451958656311035156e+01 2.348123304545879364e-02 2.409642982482910156e+01 1.515163108706474304e-02 2.349704742431640625e+01 1.297972723841667175e-02 2.281935119628906250e+01 1.245894096791744232e-02 2.259034538269042969e+01 2.172017097473144531e-02
1.125405801800000000e+10 1.312322616577148438e+00 6.521237534562278881e+01 -4.245174079633697062e+01 2.523973274230957031e+01 2.114431262016296387e-01 2.497227668762207031e+01 3.502497822046279907e-02 2.490710449218750000e+01 3.038736246526241302e-02 2.474324226379394531e+01 3.768087178468704224e-02 2.421765518188476562e+01 4.115378484129905701e-02 2.373997306823730469e+01 6.077014654874801636e-02
1.193849389600000000e+10 7.276967763900756836e-01 6.773193226272643130e+01 -4.620603861885646069e+01 2.645518684387207031e+01 6.461293697357177734e-01 2.697077941894531250e+01 2.169930487871170044e-01 2.553126144409179688e+01 5.334945395588874817e-02 2.432202148437500000e+01 2.588539198040962219e-02 2.393836212158203125e+01 3.202157095074653625e-02 2.374736213684082031e+01 6.118079274892807007e-02
1.063288147100000000e+10 1.807084321975708008e+00 6.920114426891427684e+01 -4.163160103336383600e+01 2.361177825927734375e+01 4.798341542482376099e-02 2.341588020324707031e+01 9.842719882726669312e-03 2.333531188964843750e+01 8.755682036280632019e-03 2.329409980773925781e+01 1.115097478032112122e-02 2.301783180236816406e+01 1.454741228371858597e-02 2.279598236083984375e+01 2.598860673606395721e-02
9.688496279000000000e+09 7.092199325561523438e-01 6.188138082893340197e+01 -3.885620481032105999e+01 2.461311149597167969e+01 1.190962642431259155e-01 2.432464599609375000e+01 1.985764689743518829e-02 2.377528572082519531e+01 1.179947331547737122e-02 2.310765838623046875e+01 9.795499034225940704e-03 2.296077537536621094e+01 1.390214543789625168e-02 2.286893653869628906e+01 2.771648764610290527e-02
1.050116393400000000e+10 7.409831285476684570e-01 6.418516992289792711e+01 -4.217673616875566012e+01 2.725450515747070312e+01 1.348323702812194824e+00 2.636042594909667969e+01 1.238707602024078369e-01 2.517980575561523438e+01 3.880166634917259216e-02 2.427246093750000000e+01 2.478249184787273407e-02 2.400445365905761719e+01 3.397164493799209595e-02 2.385973167419433594e+01 6.778778135776519775e-02
1.056286963800000000e+10 4.755945205688476562e-01 6.588331078737076041e+01 -4.095393585808723458e+01 9.900000000000000000e+01 2.662082481384277344e+01 2.601513481140136719e+01 9.026858955621719360e-02 2.472590637207031250e+01 2.588199079036712646e-02 2.437305831909179688e+01 2.707707323133945465e-02 2.421280097961425781e+01 4.097394272685050964e-02 2.429239654541015625e+01 1.007278785109519958e-01
7.940879558000000000e+09 1.197041034698486328e+00 6.204884253260598825e+01 -3.821981154404583947e+01 2.484759140014648438e+01 1.475955694913864136e-01 2.517029190063476562e+01 4.184557870030403137e-02 2.502727508544921875e+01 3.383103385567665100e-02 2.488413238525390625e+01 4.278993979096412659e-02 2.426778030395507812e+01 4.306103661656379700e-02 2.402475547790527344e+01 7.882654666900634766e-02
8.070449247000000000e+09 1.859224081039428711e+00 6.710812252838816505e+01 -3.744735414541727181e+01 2.427779197692871094e+01 8.769892156124114990e-02 2.418598747253417969e+01 1.766947656869888306e-02 2.423925399780273438e+01 1.703806780278682709e-02 2.429124069213867188e+01 2.519432269036769867e-02 2.411583518981933594e+01 3.754460066556930542e-02 2.394745063781738281e+01 7.344517111778259277e-02
1.050053815200000000e+10 5.761774778366088867e-01 6.271057276773971978e+01 -4.232562437633454522e+01 2.948510169982910156e+01 1.051570034027099609e+01 2.609938049316406250e+01 9.750700742006301880e-02 2.511607551574707031e+01 3.663809224963188171e-02 2.452765464782714844e+01 3.106031008064746857e-02 2.437527275085449219e+01 4.746399447321891785e-02 2.433745574951171875e+01 1.049773991107940674e-01
8.877787923000000000e+09 1.065696239471435547e+00 6.315369265602821969e+01 -3.832475630119161991e+01 2.466467666625976562e+01 1.248457804322242737e-01 2.471862792968750000e+01 2.795325033366680145e-02 2.474038696289062500e+01 2.621433325111865997e-02 2.456623077392578125e+01 3.214846923947334290e-02 2.428175735473632812e+01 4.360881075263023376e-02 2.426518821716308594e+01 9.824609011411666870e-02
8.062534596000000000e+09 2.005689309039985213e-01 6.775305361050270392e+01 -3.628841922053866398e+01 2.464066123962402344e+01 1.221344918012619019e-01 2.377192306518554688e+01 1.268833409994840622e-02 2.327173423767089844e+01 8.431682363152503967e-03 2.306716537475585938e+01 9.537381120026111603e-03 2.293771743774414062e+01 1.365203689783811569e-02 2.284413719177246094e+01 2.711550332605838776e-02
9.688819877000000000e+09 8.168033361434936523e-01 6.197344190334181491e+01 -3.943637407268261086e+01 2.691997528076171875e+01 9.909837245941162109e-01 2.662107086181640625e+01 1.573552936315536499e-01 2.582454490661621094e+01 6.970931589603424072e-02 2.463713264465332031e+01 3.425461798906326294e-02 2.439579391479492188e+01 4.835601150989532471e-02 2.433268356323242188e+01 1.045181602239608765e-01
8.000150698000000000e+09 3.623647689819335938e-01 6.459601970457289610e+01 -3.754241581011123685e+01 2.205516433715820312e+01 1.289089117199182510e-02 2.148640632629394531e+01 5.263872910290956497e-03 2.064201545715332031e+01 5.055922549217939377e-03 2.033694648742675781e+01 5.064773838967084885e-03 2.013605499267578125e+01 5.126036237925291061e-03 1.998991012573242188e+01 5.422876216471195221e-03
6.066182161000000000e+09 1.220741271972656250e+00 6.518701286254919580e+01 -3.504111413951869025e+01 2.465188789367675781e+01 1.233950480818748474e-01 2.503254127502441406e+01 3.696837276220321655e-02 2.477288055419921875e+01 2.697661891579627991e-02 2.459387588500976562e+01 3.295290842652320862e-02 2.404488372802734375e+01 3.522546216845512390e-02 2.374066543579101562e+01 6.080857664346694946e-02
8.000035755000000000e+09 1.855421531719142758e-01 6.352379012375819656e+01 -3.734413911583865797e+01 2.648053359985351562e+01 6.613739728927612305e-01 2.593015480041503906e+01 8.351571857929229736e-02 2.506497001647949219e+01 3.499401733279228210e-02 2.470548248291015625e+01 3.642250224947929382e-02 2.450164985656738281e+01 5.323729291558265686e-02 2.423026084899902344e+01 9.515038877725601196e-02
1.193785712300000000e+10 4.731605052947998047e-01 6.788317760221920594e+01 -4.606902913231866847e+01 2.535796165466308594e+01 2.356761991977691650e-01 2.466949462890625000e+01 2.676921337842941284e-02 2.348594474792480469e+01 9.630005806684494019e-03 2.308664894104003906e+01 9.660091251134872437e-03 2.290140342712402344e+01 1.327009871602058411e-02 2.278359794616699219e+01 2.570684812963008881e-02
7.063272320000000000e+09 6.430971622467041016e-01 6.507333087100246871e+01 -3.556331768201062005e+01 2.473563575744628906e+01 1.332187205553054810e-01 2.299825668334960938e+01 7.701546885073184967e-03 2.154691505432128906e+01 5.227125715464353561e-03 2.045936965942382812e+01 5.077876150608062744e-03 2.006854057312011719e+01 5.113557912409305573e-03 1.976434898376464844e+01 5.293908063322305679e-03
9.812517541000000000e+09 1.804538965225219727e-01 6.702574102872239337e+01 -3.949159488923926631e+01 2.213018035888671875e+01 1.363513525575399399e-02 2.111803627014160156e+01 5.151211284101009369e-03 2.052042198181152344e+01 5.046803969889879227e-03 2.026735305786132812e+01 5.058404058218002319e-03 2.010958862304687500e+01 5.120979156345129013e-03 2.001062583923339844e+01 5.437274929136037827e-03
6.064673199000000000e+09 9.809660911560058594e-01 6.588591185095174296e+01 -3.408689534443838198e+01 2.444532775878906250e+01 1.021734178066253662e-01 2.426737022399902344e+01 1.891748607158660889e-02 2.342616653442382812e+01 9.264268912374973297e-03 2.255846595764160156e+01 7.178862113505601883e-03 2.188156509399414062e+01 7.017136085778474808e-03 2.168718719482421875e+01 1.056867465376853943e-02
9.814656466000000000e+09 9.938470125198364258e-01 6.793018541023265300e+01 -3.952278991141524500e+01 2.287968635559082031e+01 2.514667250216007233e-02 2.306438636779785156e+01 7.971668615937232971e-03 2.281061363220214844e+01 6.728318519890308380e-03 2.231944656372070312e+01 6.509921979159116745e-03 2.188332557678222656e+01 7.022523786872625351e-03 2.180217170715332031e+01 1.147588901221752167e-02
9.688316906000000000e+09 6.485057489873734538e-01 6.131548022965130684e+01 -3.950115246356555332e+01 2.570377159118652344e+01 3.237803280353546143e-01 2.634043693542480469e+01 1.216202303767204285e-01 2.549299240112304688e+01 5.152511224150657654e-02 2.493510246276855469e+01 4.481039941310882568e-02 2.500842094421386719e+01 8.455715328454971313e-02 2.517428588867187500e+01 2.264614850282669067e-01
7.065846335000000000e+09 1.194376945495605469e+00 6.546277929961146924e+01 -3.489001486266074892e+01 2.411441040039062500e+01 7.558444887399673462e-02 2.415318679809570312e+01 1.719430834054946899e-02 2.401031684875488281e+01 1.413991488516330719e-02 2.387662124633789062e+01 1.763723604381084442e-02 2.335206794738769531e+01 1.917775906622409821e-02 2.326246070861816406e+01 3.940254449844360352e-02
1.125043422500000000e+10 5.162639617919921875e-01 6.556289664903781045e+01 -4.417412397084681430e+01 2.249815940856933594e+01 1.823777891695499420e-02 2.179744148254394531e+01 5.427374970167875290e-03 2.069061088562011719e+01 5.060092546045780182e-03 2.001898193359375000e+01 5.040667485445737839e-03 1.971845245361328125e+01 5.066928919404745102e-03 1.954567527770996094e+01 5.207198671996593475e-03
7.000001061000000000e+09 5.688943306815872486e-02 6.252098940277972616e+01 -3.562454762144906795e+01 2.530563926696777344e+01 2.246254682540893555e-01 2.387971115112304688e+01 1.378846634179353714e-02 2.349003410339355469e+01 9.655977599322795868e-03 2.330307197570800781e+01 1.122360397130250931e-02 2.327566719055175781e+01 1.797921210527420044e-02 2.319462394714355469e+01 3.706740587949752808e-02
